,CD8,FE2,CE3,CE6,CF1,FF3,FF4,CF5,FG3,CH1,FH2,CH3,CI2,CI3,CJ2,CJ3,FJ5,FJ6,CP1,FP3,FP4,CT2,CT3,FT4,FT5,FT6
TRINITY_DN14125_c0_g1,2,17,4,3,1,12,2,4,5,2,8,2,2,8,0,1,1,5,6,11,8,2,2,10,6,6
TRINITY_DN14126_c0_g1,9,7,2,3,5,6,2,2,2,12,2,10,1,3,0,1,3,5,22,17,13,6,2,0,7,6
TRINITY_DN14127_c0_g1,0,9,0,87,7,13,0,13,0,0,0,0,0,0,0,3,5,2,1,8,0,0,0,0,0,0
TRINITY_DN14128_c0_g1,11,20,6,6,7,25,19,13,19,3,4,3,8,19,12,10,21,10,12,29,26,7,10,6,18,9
TRINITY_DN14129_c0_g1,1,0,1,1,2,2,0,6,1,2,2,2,4,1,0,4,0,1,5,1,1,0,2,2,4,0
TRINITY_DN1412_c0_g1,1,1,2,1,1,4,3,0,1,0,1,5,0,1,2,2,3,2,2,1,0,2,0,3,4,5
TRINITY_DN14130_c0_g1,0,4,7,1,0,2,0,1,2,0,2,4,0,1,0,1,1,0,2,5,7,0,2,2,2,4
TRINITY_DN14131_c0_g1,14,0,2,3,5,0,0,11,0,1,0,3,11,19,3,2,0,0,4,0,0,8,5,0,0,0
TRINITY_DN14132_c0_g1,4,1,0,1,1,0,2,1,0,1,3,2,0,3,2,1,3,2,1,1,0,0,3,0,3,1
TRINITY_DN14133_c0_g1,13,4,6,4,8,5,4,2,3,5,4,2,6,3,3,2,2,1,3,6,7,6,5,7,0,3
TRINITY_DN14134_c0_g1,0,8,6,4,0,0,2,1,2,2,7,11,0,1,4,14,17,8,2,4,5,0,9,7,17,14
TRINITY_DN14135_c0_g1,5,14,0,7,0,1,2,5,4,3,1,4,4,9,4,1,1,1,1,6,4,6,6,3,3,1
TRINITY_DN14136_c0_g1,41,110,62,23,28,54,66,36,77,27,40,24,49,61,15,26,76,35,26,146,103,22,9,18,21,16
TRINITY_DN14137_c0_g1,1,6,2,3,7,4,9,6,1,3,1,2,4,4,8,6,3,1,3,3,8,2,0,1,2,4
TRINITY_DN14138_c0_g1,0,40,0,73,21,32,0,38,0,0,0,0,0,0,0,1,6,8,8,47,0,1,1,0,0,1
TRINITY_DN14139_c0_g1,9,2,0,0,0,0,0,0,0,0,1,0,1,3,2,1,8,0,3,1,1,2,1,2,4,3
TRINITY_DN1413_c0_g1,39,23,12,22,28,18,32,47,21,19,11,18,59,48,25,26,43,5,47,61,48,30,17,13,41,27
TRINITY_DN14140_c0_g1,2,1,2,1,2,0,1,4,0,2,0,6,3,5,3,0,0,3,4,1,0,1,1,0,1,0
TRINITY_DN14141_c0_g1,11,15,6,2,11,4,5,3,9,2,5,5,12,15,1,6,8,3,10,11,14,2,3,5,12,8
TRINITY_DN14142_c0_g1,3,29,6,5,7,21,25,11,21,4,18,6,6,9,7,4,30,16,6,28,38,5,3,12,25,34
TRINITY_DN14143_c0_g1,1,5,3,6,0,1,1,0,0,2,1,3,2,1,0,2,1,0,3,0,0,3,3,0,3,1
TRINITY_DN14144_c0_g1,9,1,5,0,0,0,0,0,5,1,0,5,9,11,9,13,4,1,4,1,2,1,10,2,7,6
TRINITY_DN14145_c0_g1,0,5,1,0,0,4,5,1,6,0,3,0,0,0,0,0,2,2,0,0,0,0,0,5,9,10
TRINITY_DN14146_c0_g1,2,0,3,9,1,0,0,2,1,2,0,5,4,5,0,1,0,0,1,1,0,3,2,0,2,0
TRINITY_DN14147_c0_g1,3,0,1,0,0,2,2,4,7,5,0,1,2,4,1,1,5,3,2,7,10,1,2,3,1,3
TRINITY_DN14148_c0_g1,7,6,1,5,6,2,4,8,5,3,3,4,11,5,2,5,11,4,3,6,2,4,1,0,7,4
TRINITY_DN14149_c0_g1,9,9,3,2,8,4,13,6,8,6,4,8,4,5,1,4,15,9,0,12,14,9,1,14,24,13
TRINITY_DN14150_c0_g1,1,4,0,2,0,0,2,0,0,0,1,0,1,0,1,0,2,0,2,1,1,1,2,2,0,0
TRINITY_DN14151_c0_g1,9,2,1,2,3,1,0,1,0,1,1,7,6,2,0,1,0,0,1,1,1,3,0,0,3,1
TRINITY_DN14152_c0_g1,9,1,2,4,1,1,0,0,1,1,0,1,0,3,1,1,1,0,4,2,0,3,1,0,1,1
TRINITY_DN14153_c0_g1,6,5,1,0,5,2,7,6,9,2,4,3,4,4,9,6,3,3,3,11,5,1,2,5,9,6
TRINITY_DN14154_c0_g1,4,9,7,8,9,9,8,7,4,11,7,8,10,11,4,5,4,5,3,6,6,7,6,3,6,5
TRINITY_DN14155_c0_g1,18,4,7,0,21,8,12,15,22,14,11,23,4,20,4,6,5,1,40,14,27,13,0,4,3,1
TRINITY_DN14156_c0_g1,6,1,2,3,3,3,5,13,6,1,4,3,4,14,1,4,2,0,4,5,2,2,6,5,1,4
TRINITY_DN14157_c0_g1,17,33,6,6,10,39,62,16,13,5,10,5,14,0,14,4,24,11,5,14,19,7,7,18,23,15
TRINITY_DN14159_c0_g1,3,2,2,1,1,4,3,3,3,2,5,5,0,6,1,0,1,0,0,0,0,1,1,4,6,0
TRINITY_DN1415_c0_g1,2,15,3,5,12,10,22,4,13,2,1,1,13,3,4,2,9,4,9,14,11,4,2,3,14,13
TRINITY_DN14160_c0_g1,6,7,2,4,5,6,7,4,4,1,5,1,3,7,4,2,3,9,2,6,10,1,2,9,4,8
TRINITY_DN14161_c0_g1,1,5,2,2,2,7,7,1,5,6,3,2,2,2,2,3,4,5,1,8,3,0,3,2,7,2
TRINITY_DN14162_c0_g1,3,2,0,0,2,2,2,2,4,4,3,1,4,3,2,1,9,3,2,1,0,0,0,3,6,4
TRINITY_DN14163_c0_g1,2,11,2,1,5,0,2,2,1,0,9,1,2,0,1,0,10,8,0,12,17,1,1,9,11,16
TRINITY_DN14164_c0_g1,2,5,0,2,5,1,0,3,1,0,0,1,9,4,0,2,9,4,0,4,2,1,8,0,2,6
TRINITY_DN14165_c0_g1,6,4,4,3,3,3,4,5,1,1,3,3,4,8,0,4,3,0,4,3,4,0,2,1,5,3
TRINITY_DN14166_c0_g1,15,5,9,19,22,3,2,16,2,15,1,21,41,18,23,20,4,0,12,5,1,15,8,3,8,2
TRINITY_DN14167_c0_g1,11,7,6,2,6,15,6,9,9,10,8,7,11,6,4,6,8,9,4,3,0,6,2,1,8,1
TRINITY_DN14168_c0_g1,5,1,1,3,0,0,0,1,0,1,1,3,6,1,1,1,2,0,1,0,1,2,1,0,0,0
TRINITY_DN14169_c0_g1,0,19,0,108,35,17,0,51,0,0,0,0,0,0,0,2,12,4,4,23,0,0,4,0,0,0
TRINITY_DN14170_c0_g1,4,2,1,4,2,0,0,1,0,2,0,0,1,3,2,0,0,0,0,1,0,1,1,0,2,1
TRINITY_DN14171_c0_g1,13,56,11,14,8,28,37,16,18,1,12,11,22,28,6,8,30,15,10,27,19,6,14,21,29,29
TRINITY_DN14172_c0_g1,38,40,22,16,39,44,46,32,64,26,48,36,17,23,25,25,44,40,28,61,56,24,18,41,39,43
TRINITY_DN14173_c0_g1,10,13,9,6,14,19,14,8,10,6,6,10,5,14,10,11,19,8,11,15,18,4,19,11,16,16
TRINITY_DN14174_c0_g1,1,14,4,0,1,2,0,0,3,0,9,0,0,3,1,0,1,2,2,7,4,4,1,1,0,0
TRINITY_DN14175_c0_g1,3,5,2,3,10,3,5,2,2,0,4,2,3,2,2,2,6,3,4,8,7,6,3,7,7,3
TRINITY_DN14176_c0_g1,3,2,1,1,3,8,7,4,15,2,8,6,4,2,3,3,9,11,1,22,16,2,6,7,10,7
TRINITY_DN14177_c0_g1,8,4,6,3,5,5,6,3,3,4,3,2,8,3,4,1,3,2,2,6,4,8,7,4,2,5
TRINITY_DN14178_c0_g1,13,3,2,3,1,0,0,2,0,3,0,6,1,3,1,1,1,0,1,0,1,3,1,1,3,1
TRINITY_DN14179_c0_g1,1,0,0,1,2,1,0,3,0,2,0,1,1,1,1,6,2,0,3,0,0,2,2,0,0,0
TRINITY_DN14180_c0_g1,26,56,12,10,30,26,31,14,27,7,35,14,23,25,7,5,22,13,14,40,34,10,14,40,37,40
TRINITY_DN14181_c0_g1,3,25,13,10,18,25,30,22,5,1,1,2,26,13,8,4,17,14,2,1,1,1,8,26,31,25
TRINITY_DN14182_c0_g1,58,9,11,13,37,14,22,26,3,3,0,5,46,0,10,20,17,3,0,0,0,32,1,0,1,1
TRINITY_DN14183_c0_g1,14,8,4,5,9,4,5,9,1,6,6,7,11,9,11,4,4,7,10,4,9,8,2,7,8,4
TRINITY_DN14184_c0_g1,4,13,14,10,9,1,6,8,4,1,1,4,16,15,3,2,3,0,20,7,12,10,8,6,7,1
TRINITY_DN14185_c0_g1,8,1,2,3,1,5,6,5,2,1,0,5,3,3,3,2,4,2,2,1,0,3,3,3,3,3
TRINITY_DN14186_c0_g1,0,13,0,39,7,14,0,16,0,0,0,0,0,0,0,0,2,2,3,19,0,0,0,0,0,0
TRINITY_DN14187_c0_g1,9,29,8,7,9,33,47,22,27,5,30,14,11,15,7,13,24,24,12,41,32,4,8,22,35,19
TRINITY_DN14188_c0_g1,1,8,1,0,0,8,9,0,7,1,3,0,3,4,1,1,4,1,2,3,3,5,1,1,7,2
TRINITY_DN14189_c0_g1,2,4,6,3,0,0,0,3,2,0,0,0,4,1,2,3,4,3,3,5,3,2,0,4,3,1
TRINITY_DN1418_c0_g1,4,44,4,2,6,31,41,14,0,3,37,6,9,2,2,0,12,2,0,19,18,5,5,16,25,26
TRINITY_DN14190_c0_g1,259,19,190,100,123,15,43,203,13,91,2,184,80,235,50,73,24,4,112,5,10,93,80,23,40,25
TRINITY_DN14191_c0_g1,2,0,0,0,2,0,0,2,0,1,0,4,1,2,1,2,0,0,2,0,0,1,1,0,0,0
TRINITY_DN14192_c0_g1,16,13,19,7,22,6,5,20,10,8,4,14,13,22,10,5,11,10,8,7,10,12,7,5,9,8
TRINITY_DN14193_c0_g1,29,29,11,13,21,10,20,37,25,12,13,27,14,27,31,19,27,20,23,14,31,23,13,21,36,32
TRINITY_DN14194_c0_g1,3,0,1,2,1,0,0,1,1,2,0,3,2,0,3,0,0,1,2,0,0,1,1,0,0,0
TRINITY_DN14195_c0_g1,2,2,5,4,0,1,1,1,0,1,0,1,1,1,2,2,1,4,0,0,0,1,0,0,1,1
TRINITY_DN14196_c0_g1,4,4,7,1,4,1,2,4,1,3,0,6,2,5,3,1,0,1,11,0,0,2,4,0,1,1
TRINITY_DN14197_c0_g1,0,0,3,3,3,0,1,7,0,9,2,9,9,14,4,5,1,0,8,1,2,12,2,0,2,0
TRINITY_DN14198_c0_g1,10,7,10,2,20,3,3,8,7,7,4,14,21,18,5,8,1,1,7,4,1,7,7,4,3,4
TRINITY_DN14199_c0_g1,10,15,9,6,9,40,61,8,29,10,8,7,14,22,13,8,29,12,9,34,20,5,9,14,43,28
TRINITY_DN14200_c0_g1,1,1,8,1,3,1,1,6,0,4,0,1,5,11,3,4,1,0,1,0,2,0,10,2,2,1
TRINITY_DN14201_c0_g1,31,51,27,26,32,34,25,32,42,16,22,35,31,29,21,17,35,20,29,34,37,25,17,29,37,28
TRINITY_DN14202_c0_g1,0,4,2,0,4,1,0,1,2,1,5,1,0,2,2,0,0,2,5,4,2,2,1,1,0,2
TRINITY_DN14203_c0_g1,0,3,0,1,0,0,5,2,0,4,0,0,1,1,1,1,4,2,1,4,3,1,2,8,1,3
TRINITY_DN14204_c0_g1,7,1,4,5,7,3,1,4,2,3,1,1,11,5,2,5,2,0,4,1,2,1,2,3,2,0
TRINITY_DN14205_c0_g1,1,0,2,0,0,0,0,1,1,1,1,0,4,1,2,1,1,0,0,4,1,0,1,1,0,0
TRINITY_DN14206_c0_g1,2,0,0,0,1,0,0,2,1,1,1,1,0,2,0,0,1,0,0,1,3,0,1,0,0,0
TRINITY_DN14207_c0_g1,4,2,0,0,1,4,6,2,1,1,5,2,0,0,1,2,12,2,2,0,0,0,3,1,5,1
TRINITY_DN14208_c0_g1,0,0,0,7,0,0,0,21,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3
TRINITY_DN14209_c0_g1,6,6,9,2,7,4,7,2,8,7,5,6,4,10,4,1,0,4,3,8,4,6,5,5,12,3
TRINITY_DN14210_c0_g1,6,3,7,2,1,2,0,5,3,4,1,2,2,2,7,3,3,0,3,2,0,6,5,3,3,2
TRINITY_DN14211_c0_g1,16,5,5,7,5,4,4,12,2,6,1,11,4,11,9,3,4,3,9,5,7,10,4,0,1,3
TRINITY_DN14212_c0_g1,0,16,0,75,36,15,0,35,0,0,0,0,0,0,0,1,8,2,1,11,0,2,8,0,0,1
TRINITY_DN14213_c0_g1,9,32,2,3,2,30,25,2,18,3,13,7,12,1,1,1,30,21,5,50,33,5,4,17,19,17
TRINITY_DN14214_c0_g1,10,0,3,4,6,2,2,1,2,6,0,2,2,8,1,0,2,3,1,0,3,13,1,1,0,1
TRINITY_DN14215_c0_g1,0,0,2,2,1,1,1,0,0,2,0,0,3,2,1,0,0,0,1,0,0,0,1,0,1,0
TRINITY_DN14216_c0_g1,28,30,15,4,9,35,46,21,12,8,3,7,27,23,7,11,14,7,3,28,25,12,10,9,21,18
TRINITY_DN14217_c0_g1,6,20,3,2,1,19,28,3,8,0,17,1,5,2,1,1,11,3,3,13,11,0,8,12,21,14
TRINITY_DN14218_c0_g1,90,53,37,45,38,32,19,42,39,54,12,26,53,96,35,32,57,40,49,102,88,18,27,37,30,34
TRINITY_DN14219_c0_g1,15,17,12,11,19,4,2,12,6,5,7,8,9,16,7,6,6,2,9,8,8,13,3,8,16,5
TRINITY_DN14221_c0_g1,3,5,1,1,0,3,3,2,1,5,1,4,7,4,0,3,2,2,1,2,3,2,0,1,4,2
TRINITY_DN14222_c0_g1,9,2,2,5,4,1,3,2,6,4,4,8,6,11,5,4,5,0,4,1,2,3,1,1,4,1
TRINITY_DN14223_c0_g1,0,0,0,2,4,3,1,0,0,0,0,0,16,1,0,0,0,1,0,1,0,0,1,0,4,0
TRINITY_DN14224_c0_g1,4,6,0,0,0,5,2,0,6,1,4,2,3,1,1,0,4,1,1,8,1,1,0,5,5,3
TRINITY_DN14225_c0_g1,0,12,0,55,13,6,0,30,0,0,0,0,0,0,0,2,2,3,5,25,0,0,12,0,0,1
TRINITY_DN14226_c0_g1,1,13,0,5,8,2,4,5,5,9,13,5,7,7,3,4,3,3,0,3,3,4,2,7,6,17
TRINITY_DN14227_c0_g1,7,5,4,1,7,2,1,10,1,3,4,1,9,9,2,0,5,0,3,1,1,6,2,2,4,2
TRINITY_DN14228_c0_g1,8,16,9,3,5,16,30,9,28,6,11,12,16,20,4,5,8,6,13,21,18,16,7,10,14,17
TRINITY_DN14229_c0_g1,16,26,2,5,10,20,14,4,12,2,8,2,6,8,3,2,10,3,4,7,4,6,5,6,8,4
TRINITY_DN14230_c0_g1,6,3,6,7,4,0,1,6,4,1,3,2,3,5,1,1,1,1,1,5,5,6,3,4,1,7
TRINITY_DN14231_c0_g1,4,0,0,1,0,0,1,2,1,0,0,0,3,4,3,0,4,0,0,0,2,2,0,0,1,0
TRINITY_DN14232_c0_g1,1,4,0,0,1,5,3,1,1,0,4,0,1,0,1,0,4,1,0,2,2,0,1,3,1,4
TRINITY_DN14233_c0_g1,7,13,12,4,3,11,10,1,12,1,4,8,5,5,2,0,9,9,4,7,10,7,1,5,7,9
TRINITY_DN14234_c0_g1,7,6,6,0,7,3,0,12,2,3,1,3,7,1,2,1,2,1,3,1,0,3,1,0,2,2
TRINITY_DN14235_c0_g1,7,2,4,2,5,0,1,5,2,1,0,2,6,4,3,0,0,0,4,0,0,0,4,0,0,1
TRINITY_DN14236_c0_g1,2,2,1,0,3,2,1,4,2,2,4,0,1,0,0,2,3,4,0,6,4,0,2,0,7,3
TRINITY_DN14237_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1
TRINITY_DN14238_c0_g1,1,1,1,3,2,3,1,2,0,0,1,2,5,2,0,0,0,0,0,1,0,3,3,0,2,0
TRINITY_DN14239_c0_g1,5,0,4,1,0,0,0,3,1,1,2,1,1,4,2,0,1,0,1,0,1,5,2,2,1,0
TRINITY_DN1423_c0_g1,13,100,14,10,13,133,113,27,48,6,46,11,17,22,8,11,77,40,9,131,126,5,3,53,108,68
TRINITY_DN14240_c0_g1,1,19,6,0,2,0,0,0,11,4,5,2,5,17,1,5,10,6,5,19,10,3,0,6,10,5
TRINITY_DN14241_c0_g1,1,5,0,2,6,24,32,3,7,0,10,0,3,1,1,0,9,12,2,36,53,2,1,11,3,8
TRINITY_DN14242_c0_g1,1,2,8,5,4,1,5,5,5,2,3,5,5,6,7,6,3,4,8,11,11,4,9,8,4,5
TRINITY_DN14243_c0_g1,5,10,2,2,9,2,7,8,4,4,0,5,8,11,6,7,16,2,6,10,8,2,4,3,8,15
TRINITY_DN14244_c0_g1,9,10,6,3,6,7,2,11,6,9,5,10,1,5,4,8,17,5,2,8,7,4,2,1,15,2
TRINITY_DN14245_c0_g1,4,9,8,4,1,7,7,2,7,2,6,4,4,7,4,2,4,5,1,11,10,3,3,7,9,4
TRINITY_DN14246_c0_g1,4,2,3,4,0,0,1,3,1,8,1,2,2,3,4,2,6,2,2,3,2,5,2,0,5,1
TRINITY_DN14247_c0_g1,5,6,5,4,9,5,3,4,6,1,8,5,9,14,4,6,2,1,32,12,14,8,2,2,2,5
TRINITY_DN14248_c0_g1,3,1,1,0,0,0,1,2,0,6,0,2,1,2,5,1,3,0,3,3,1,8,3,1,4,1
TRINITY_DN14249_c0_g1,107,86,56,44,63,47,51,95,44,42,51,84,70,112,60,76,84,39,52,49,62,9,48,61,65,67
TRINITY_DN14250_c0_g1,24,14,5,4,14,17,16,11,31,7,15,10,10,16,1,1,14,2,5,20,19,5,6,26,30,25
TRINITY_DN14251_c0_g1,17,3,9,8,8,6,10,14,5,4,8,7,12,10,12,7,8,14,4,7,12,8,7,14,22,12
TRINITY_DN14253_c0_g1,5,2,0,0,5,24,28,5,14,0,1,1,0,0,0,0,0,0,1,25,16,1,1,19,17,16
TRINITY_DN14254_c0_g1,4,17,4,4,7,5,5,9,3,7,12,10,9,13,5,6,14,0,4,13,21,3,4,13,14,6
TRINITY_DN14255_c0_g1,0,9,0,0,1,8,5,2,5,1,2,2,2,3,0,2,7,15,0,6,12,2,1,8,8,15
TRINITY_DN14256_c0_g1,0,2,2,1,15,6,13,3,0,2,1,2,3,0,1,1,2,0,3,5,3,0,3,5,2,3
TRINITY_DN14257_c0_g1,3,7,5,1,4,4,7,3,3,0,3,2,4,4,3,4,2,5,2,14,22,3,0,6,5,10
TRINITY_DN14259_c0_g1,12,5,8,5,6,6,6,6,7,3,7,7,7,9,2,5,8,4,4,7,4,4,5,5,8,4
TRINITY_DN1425_c0_g1,24,18,7,12,15,17,23,13,13,8,17,28,30,16,14,12,23,10,18,12,7,11,10,10,33,19
TRINITY_DN14260_c0_g1,7,41,10,1,12,18,19,9,20,2,18,8,8,11,7,6,31,23,8,15,28,5,3,15,23,18
TRINITY_DN14261_c0_g1,19,9,15,8,12,4,2,10,3,18,3,14,35,12,25,18,5,6,25,6,7,25,10,6,12,6
TRINITY_DN14262_c0_g1,4,7,3,2,18,22,22,13,2,5,3,1,4,7,1,1,3,2,1,2,12,6,2,6,6,4
TRINITY_DN14263_c0_g1,6,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,1,0
TRINITY_DN14264_c0_g1,19,9,22,21,7,0,1,11,2,16,4,10,9,10,11,9,4,3,19,4,5,5,13,6,10,7
TRINITY_DN14265_c0_g1,0,2,1,1,4,1,1,5,0,3,0,0,4,3,3,1,0,0,0,0,0,1,0,2,0,0
TRINITY_DN14266_c0_g1,11,24,3,6,2,21,13,6,15,3,9,1,7,9,0,1,14,16,5,21,23,1,1,15,16,17
TRINITY_DN14267_c0_g1,4,1,5,2,2,0,1,1,0,4,5,9,5,7,5,5,2,1,6,4,1,10,5,4,1,1
TRINITY_DN14268_c0_g1,5,18,8,6,3,5,6,5,5,1,4,5,5,6,4,0,11,3,5,4,4,4,3,10,6,6
TRINITY_DN14269_c0_g1,12,11,17,3,8,3,3,14,7,10,8,8,14,21,4,6,7,4,10,2,6,20,6,8,8,10
TRINITY_DN14270_c0_g1,0,3,0,1,1,1,0,1,4,0,3,1,1,2,1,0,0,0,2,4,4,1,1,1,3,5
TRINITY_DN14271_c0_g1,12,14,12,14,10,22,21,9,20,3,10,4,8,4,7,3,19,10,5,6,13,7,0,7,16,14
TRINITY_DN14272_c0_g1,0,3,0,1,1,3,6,3,2,1,0,0,5,4,1,2,13,1,1,4,2,0,0,0,8,7
TRINITY_DN14274_c0_g1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,7,3,11,0,0,1,0,0
TRINITY_DN14275_c0_g1,9,4,2,2,5,3,2,5,4,6,23,10,8,7,6,8,13,6,2,5,3,3,3,0,6,1
TRINITY_DN14276_c0_g1,4,4,1,0,4,4,1,2,2,2,4,1,0,1,1,0,0,1,7,4,5,5,1,1,1,2
TRINITY_DN14277_c0_g1,91,12,17,12,0,0,0,0,2,22,14,48,13,25,9,12,6,12,0,0,0,0,13,2,5,5
TRINITY_DN14278_c0_g1,14,1,2,0,1,5,2,0,4,0,0,5,7,6,1,2,2,0,0,2,0,6,0,0,3,3
TRINITY_DN14279_c0_g1,0,10,6,1,4,12,8,0,9,5,3,4,2,3,2,2,11,8,0,17,21,4,2,3,9,4
TRINITY_DN1427_c0_g1,7,14,18,8,10,5,2,6,6,6,6,10,18,13,3,8,12,2,2,2,5,7,10,1,8,10
TRINITY_DN14280_c0_g1,0,10,0,0,0,7,11,2,6,0,3,1,1,1,0,3,13,8,0,22,23,0,1,6,9,8
TRINITY_DN14281_c0_g1,9,5,1,1,2,7,8,11,0,3,3,1,5,6,1,3,8,1,5,7,5,6,3,5,4,9
TRINITY_DN14282_c0_g1,15,2,25,14,27,1,12,19,5,24,2,19,39,28,16,9,6,0,4,2,1,3,7,3,3,0
TRINITY_DN14283_c0_g1,7,8,16,23,15,5,11,10,13,16,6,5,15,27,9,4,26,7,4,9,9,17,15,8,13,7
TRINITY_DN14284_c0_g1,2,32,6,1,3,10,13,3,9,0,3,4,6,3,7,10,41,14,1,10,7,0,3,3,17,19
TRINITY_DN14285_c0_g1,0,4,0,29,7,4,0,8,0,0,0,0,0,0,0,0,2,2,3,8,0,0,0,0,0,0
TRINITY_DN14286_c0_g1,48,4,39,17,57,2,2,90,10,30,1,34,44,93,62,52,18,3,45,1,4,31,43,3,9,6
TRINITY_DN14287_c0_g1,4,0,4,2,1,3,2,2,2,1,0,3,2,0,1,1,1,0,3,6,5,2,1,2,0,1
TRINITY_DN14288_c0_g1,9,1,7,2,6,1,1,3,0,4,15,13,3,9,0,1,0,1,4,0,0,9,1,9,8,11
TRINITY_DN14289_c0_g1,5,2,4,2,8,4,2,7,5,3,0,3,4,5,3,4,1,2,1,3,4,4,1,4,3,7
TRINITY_DN1428_c0_g1,31,36,20,20,31,15,28,32,29,12,18,28,25,30,20,22,38,21,21,36,32,36,22,25,30,33
TRINITY_DN14290_c0_g1,3,2,1,3,5,1,3,7,0,1,0,6,5,0,3,7,4,0,4,1,2,1,6,0,1,1
TRINITY_DN14291_c0_g1,0,0,4,2,0,0,0,2,0,1,0,4,4,6,6,2,3,0,9,3,1,2,1,0,2,1
TRINITY_DN14292_c0_g1,10,58,5,8,2,49,58,14,38,1,21,5,3,8,13,3,22,10,4,34,29,2,4,28,46,37
TRINITY_DN14293_c0_g1,49,55,35,25,37,36,27,40,39,30,25,46,49,48,33,28,40,10,43,28,32,23,33,16,65,31
TRINITY_DN14294_c0_g1,11,0,4,2,10,1,2,13,1,3,2,10,15,10,5,6,4,0,13,0,1,2,7,1,4,2
TRINITY_DN14295_c0_g1,4,2,9,5,6,0,1,5,1,1,0,4,7,6,9,5,0,0,5,1,2,2,3,0,0,1
TRINITY_DN14296_c0_g1,8,4,8,5,12,5,4,12,7,22,3,13,5,12,11,6,7,9,8,16,9,2,3,2,1,0
TRINITY_DN14297_c0_g1,16,4,6,4,2,1,3,1,2,4,7,5,8,10,3,5,1,0,5,1,1,7,6,3,2,0
TRINITY_DN14298_c0_g1,52,6,1,2,8,24,42,17,8,5,6,5,8,7,2,3,10,4,4,11,18,2,4,15,22,10
TRINITY_DN14300_c0_g1,1,1,1,0,0,11,14,5,2,4,9,2,1,2,6,2,3,10,2,15,10,4,5,2,3,1
TRINITY_DN14301_c0_g1,2,1,1,0,7,2,7,3,3,3,1,1,3,5,1,0,3,2,1,5,3,1,0,0,3,2
TRINITY_DN14302_c0_g1,3,4,2,1,0,0,1,5,4,0,1,0,0,4,0,0,0,0,4,0,2,2,1,0,1,0
TRINITY_DN14303_c0_g1,3,1,6,5,6,6,7,2,3,10,3,10,6,2,7,4,4,4,7,6,2,7,4,2,4,5
TRINITY_DN14304_c0_g1,11,35,5,0,7,79,87,11,65,3,48,10,16,10,5,3,35,34,2,81,72,5,4,50,71,42
TRINITY_DN14305_c0_g1,0,1,1,1,1,0,0,1,1,2,1,3,1,2,1,0,1,1,1,0,0,2,3,1,2,2
TRINITY_DN14306_c0_g1,1,95,1,1,1,83,89,2,60,1,56,3,8,3,1,5,71,42,3,102,117,1,1,70,115,93
TRINITY_DN14307_c0_g1,14,51,10,4,7,17,24,10,24,5,18,12,11,15,6,1,24,13,8,27,36,1,6,16,34,36
TRINITY_DN14308_c0_g1,0,7,1,0,1,4,2,2,0,0,0,0,2,0,1,5,4,6,1,4,2,0,4,5,8,6
TRINITY_DN14309_c0_g1,3,6,0,3,4,10,8,4,6,3,4,2,5,6,2,3,11,1,4,13,11,1,1,8,14,10
TRINITY_DN1430_c0_g1,16,14,9,7,4,9,6,8,9,4,13,16,10,12,5,4,8,3,10,8,4,7,2,5,15,8
TRINITY_DN14310_c0_g1,11,1,0,1,0,6,12,26,0,1,0,1,1,0,1,0,8,3,1,0,0,5,2,1,2,1
TRINITY_DN14311_c0_g1,57,81,35,41,49,60,76,58,41,25,41,46,101,109,17,20,43,19,89,124,113,38,24,18,62,40
TRINITY_DN14312_c0_g1,0,30,6,5,0,3,2,1,1,0,0,0,8,2,0,0,3,1,0,5,6,0,0,0,5,1
TRINITY_DN14313_c0_g1,3,0,1,3,5,2,4,6,3,4,3,7,11,10,5,4,20,11,4,2,4,2,1,13,16,21
TRINITY_DN14314_c0_g1,5,2,1,2,0,0,1,3,0,0,0,1,0,6,2,4,1,0,0,0,0,5,1,1,2,1
TRINITY_DN14315_c0_g1,3,4,10,6,2,2,0,1,5,1,1,2,2,15,9,10,4,3,12,4,5,3,0,2,1,3
TRINITY_DN14316_c0_g1,202,66,205,126,221,27,68,190,55,146,42,182,213,301,119,110,65,20,186,48,54,107,106,51,83,60
TRINITY_DN14317_c0_g1,4,1,0,0,0,0,0,0,1,2,0,0,0,1,4,6,1,4,1,1,1,0,0,0,0,0
TRINITY_DN14318_c0_g1,9,6,6,3,4,7,8,7,5,8,2,2,6,3,4,2,2,2,0,5,4,1,1,5,3,6
TRINITY_DN14319_c0_g1,0,3,0,16,8,3,0,15,0,0,0,0,0,0,0,0,3,1,3,5,0,0,0,0,0,0
TRINITY_DN14320_c0_g1,28,4,23,12,13,2,4,19,2,7,0,6,21,42,2,4,1,1,5,0,0,7,17,2,0,1
TRINITY_DN14321_c0_g1,5,1,2,0,0,0,2,0,0,2,4,8,2,7,0,0,0,0,2,1,6,7,1,0,0,1
TRINITY_DN14322_c0_g1,5,6,13,2,3,2,1,13,10,4,6,13,13,11,1,5,11,6,5,2,5,7,6,6,4,11
