,HA1,CA2,HB2,CB3,CB4,HB5,HB6,CC2,CC3,CD2,CD4,HD6,CF8,HK4,HN1,HO1,HO2,CO4,CQ2,HQ3,CQ4,CQ5,HQ6
TRINITY_DN12763_c0_g1,0,0,0,0,0,0,0,0,0,4,1,1,9,0,0,0,1,7,0,0,0,0,0
TRINITY_DN12764_c0_g1,370,481,562,190,196,319,107,314,261,615,234,219,368,487,193,479,272,344,365,227,478,691,385
TRINITY_DN12765_c0_g1,17,11,33,14,11,11,11,24,3,19,15,11,10,7,11,6,11,18,7,8,22,21,27
TRINITY_DN12766_c0_g1,4,2,3,2,0,0,2,0,1,1,2,0,2,1,1,2,0,2,0,0,1,0,2
TRINITY_DN12767_c0_g1,1,5,0,1,1,3,1,1,0,12,7,1,4,2,1,2,1,11,2,3,13,9,7
TRINITY_DN12768_c0_g1,1,2,0,2,1,0,0,1,1,6,0,0,3,1,0,0,1,1,0,2,0,1,0
TRINITY_DN12769_c0_g1,3,3,3,6,2,3,0,12,3,9,5,1,2,6,1,1,2,7,3,3,11,10,5
TRINITY_DN12770_c0_g1,18,21,18,10,6,15,8,14,10,18,4,7,11,12,5,28,7,16,4,14,1,1,18
TRINITY_DN12771_c0_g1,3,0,0,1,4,3,3,2,2,6,2,1,2,3,0,5,0,1,3,0,5,8,3
TRINITY_DN12772_c1_g1,101,112,157,67,84,70,41,105,83,206,133,69,101,97,91,131,75,150,105,83,266,210,132
TRINITY_DN12773_c0_g1,10,68,36,76,86,28,16,42,32,193,43,8,70,12,8,49,12,59,94,7,290,155,9
TRINITY_DN12774_c0_g1,22,90,379,131,72,100,74,241,152,50,28,14,9,10,9,48,5,43,7,12,60,28,85
TRINITY_DN12775_c0_g1,6,17,1,3,73,2,19,88,123,121,243,83,40,3,3,19,28,18,2,0,0,0,1
TRINITY_DN12776_c0_g1,5,9,11,4,5,2,4,5,6,9,3,5,11,8,2,5,10,5,8,1,1,6,7
TRINITY_DN12777_c0_g1,0,7,5,0,1,2,2,4,0,4,2,4,3,0,0,1,1,3,0,2,4,2,4
TRINITY_DN12778_c0_g1,5,2,6,0,2,1,0,2,0,5,3,2,3,3,3,1,2,3,0,0,3,3,0
TRINITY_DN12779_c0_g1,8,3,17,38,49,18,8,14,27,46,15,12,34,7,3,1,11,2,28,12,2,4,4
TRINITY_DN1277_c0_g1,7,2,1,2,0,2,1,6,1,2,3,2,3,2,1,7,6,8,7,2,11,1,5
TRINITY_DN12780_c0_g1,0,13,3,13,1,2,0,0,0,4,7,1,4,0,6,1,1,1,3,0,17,20,0
TRINITY_DN12781_c0_g1,318,1,474,4,0,1,6,2,2,5,0,13,22,1564,189,8,14,4,7,8,9,2,279
TRINITY_DN12782_c0_g1,2,3,8,6,3,0,5,4,3,6,0,2,3,2,0,3,7,7,3,2,5,7,13
TRINITY_DN12783_c0_g1,0,0,0,0,0,0,0,0,0,7,7,26,5,0,0,0,1,11,0,0,0,0,0
TRINITY_DN12784_c0_g1,82,206,447,128,28,208,243,69,63,223,61,35,21,60,234,94,185,137,103,29,175,125,462
TRINITY_DN12786_c0_g1,24,11,18,3,4,7,5,9,6,25,16,18,12,14,17,19,10,5,14,18,28,16,38
TRINITY_DN12787_c0_g1,10,8,16,7,17,10,12,4,6,18,3,7,6,9,2,13,7,4,5,4,7,9,4
TRINITY_DN12788_c0_g1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN12789_c0_g1,3,5,13,2,4,6,6,3,6,2,2,2,16,1,2,3,4,9,5,2,1,8,7
TRINITY_DN1278_c0_g1,32,26,10,11,10,22,11,5,11,41,37,69,27,44,3,57,36,20,50,33,7,18,21
TRINITY_DN12790_c0_g1,11,4,6,5,7,5,7,4,3,14,5,5,7,4,2,5,6,1,8,3,10,12,6
TRINITY_DN12791_c0_g1,3,9,17,2,6,3,7,6,4,4,0,1,8,7,1,11,5,6,3,4,6,8,12
TRINITY_DN12792_c0_g1,4,0,1,2,1,1,5,2,3,2,1,1,3,1,0,5,1,2,0,0,4,5,2
TRINITY_DN12794_c0_g1,141,100,131,93,63,79,73,91,50,161,41,45,110,95,26,130,104,68,101,43,79,93,112
TRINITY_DN12795_c0_g1,0,3,0,3,5,1,1,2,2,4,1,0,5,1,0,1,0,1,0,0,1,5,1
TRINITY_DN12796_c0_g1,3,3,1,1,2,1,0,4,2,4,0,2,4,0,0,2,2,3,2,1,4,6,1
TRINITY_DN12797_c0_g1,6,1,2,1,2,4,0,0,1,5,1,0,0,2,4,3,3,0,2,1,1,2,1
TRINITY_DN12798_c0_g1,9,7,2,2,4,5,3,3,1,10,4,4,7,3,0,7,6,1,6,1,6,3,8
TRINITY_DN12799_c0_g1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TRINITY_DN1279_c0_g1,19,23,9,11,30,15,4,35,26,24,4,6,24,10,1,20,5,4,34,4,13,34,4
TRINITY_DN127_c0_g1,238,583,238,158,135,206,54,135,145,377,152,116,151,426,47,224,101,341,243,263,451,753,229
TRINITY_DN12800_c0_g1,3,28,14,3,1,5,1,32,21,31,18,8,21,19,2,11,2,17,23,7,19,22,14
TRINITY_DN12801_c0_g1,3,2,2,0,1,1,0,6,6,3,0,0,3,2,0,7,1,1,2,0,6,6,6
TRINITY_DN12802_c0_g1,7,2,6,3,1,1,3,0,4,3,1,0,1,5,1,4,1,1,3,1,2,1,6
TRINITY_DN12803_c0_g1,3,8,8,3,2,3,2,6,2,5,0,0,2,5,1,2,5,3,5,2,7,6,9
TRINITY_DN12804_c0_g1,1,1,1,4,2,0,0,2,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0
TRINITY_DN12805_c0_g1,4,16,7,7,9,10,1,12,6,3,2,0,4,4,1,5,4,6,8,4,6,7,1
TRINITY_DN12806_c0_g1,1,3,1,1,1,1,0,0,1,3,0,0,1,4,0,1,0,5,1,0,0,3,2
TRINITY_DN12807_c0_g1,1,3,3,2,4,1,5,5,4,3,2,0,7,1,1,0,4,2,3,0,4,2,2
TRINITY_DN12808_c0_g1,29,55,40,16,14,30,8,70,33,68,30,13,31,26,26,35,29,59,42,32,67,53,47
TRINITY_DN12809_c0_g1,0,0,18,14,33,25,11,0,1,0,0,0,17,16,4,0,19,0,19,5,3,5,0
TRINITY_DN1280_c0_g1,17,11,16,6,1,7,4,2,4,23,16,5,2,12,6,11,15,5,5,4,19,11,22
TRINITY_DN12810_c0_g1,3,7,8,9,8,3,5,5,4,7,0,1,11,2,0,1,4,3,3,1,5,12,3
TRINITY_DN12811_c0_g1,2,0,2,2,0,4,1,1,3,4,0,0,1,1,4,1,1,1,0,0,0,0,0
TRINITY_DN12812_c0_g1,72,78,85,12,27,46,12,46,28,105,27,46,50,44,24,95,38,82,65,26,40,39,37
TRINITY_DN12813_c0_g1,1,23,5,6,2,2,2,6,2,34,5,7,2,18,3,18,1,14,12,1,17,7,69
TRINITY_DN12814_c0_g1,9,1,8,10,2,4,3,7,3,11,0,1,4,5,4,4,8,2,7,7,3,8,7
TRINITY_DN12815_c0_g1,6,4,4,3,3,4,2,6,4,20,4,8,2,8,5,7,6,1,3,7,8,7,5
TRINITY_DN12816_c0_g1,2,28,13,16,9,1,4,54,18,48,5,0,41,0,0,3,1,45,14,0,35,41,0
TRINITY_DN12818_c0_g1,1,6,1,2,1,2,1,3,4,11,3,1,4,4,0,6,1,2,1,1,12,3,1
TRINITY_DN1281_c0_g1,3,0,1,8,10,3,3,6,6,0,0,0,4,5,0,0,0,0,6,0,4,7,0
TRINITY_DN12820_c0_g1,4,7,23,3,5,3,11,8,5,9,0,11,2,16,6,13,35,3,13,2,5,15,7
TRINITY_DN12821_c0_g1,0,0,7,5,2,5,0,0,0,3,1,1,8,4,0,0,0,0,0,0,1,5,0
TRINITY_DN12822_c0_g1,3,4,2,2,2,1,1,0,0,2,0,1,1,3,1,3,4,1,1,0,0,0,0
TRINITY_DN12823_c0_g1,2,4,1,3,1,2,1,0,3,7,0,0,4,1,0,3,1,2,2,0,4,2,0
TRINITY_DN12824_c0_g1,22,8,4,3,4,4,2,21,9,35,10,5,17,10,2,11,3,4,3,6,31,17,7
TRINITY_DN12825_c0_g1,32,14,11,17,18,8,15,18,18,29,3,7,18,10,9,7,9,11,23,5,15,15,17
TRINITY_DN12826_c0_g1,6,8,12,5,6,5,12,5,1,16,1,1,7,4,1,10,2,4,4,12,2,0,3
TRINITY_DN12827_c0_g1,1,6,5,6,6,6,0,5,7,10,3,2,18,4,3,14,5,6,4,1,6,17,6
TRINITY_DN12828_c0_g1,5,6,11,2,4,9,6,7,4,9,3,0,4,0,5,7,13,9,12,3,5,9,2
TRINITY_DN12829_c0_g1,3,1,3,0,3,0,2,0,1,6,4,3,8,3,3,4,1,6,12,2,2,0,5
TRINITY_DN1282_c0_g1,8,16,3,7,5,4,0,4,11,12,6,2,2,7,4,1,10,1,13,2,7,8,2
TRINITY_DN12830_c0_g1,20,8,19,7,6,11,6,9,7,13,19,9,32,7,10,12,17,3,22,18,20,16,7
TRINITY_DN12831_c0_g1,10,28,52,17,11,16,22,7,5,29,7,10,10,11,16,24,44,17,6,13,3,2,26
TRINITY_DN12832_c0_g1,4,3,7,3,3,3,3,2,1,6,2,3,7,3,0,2,1,1,5,4,0,3,4
TRINITY_DN12833_c0_g1,0,0,0,0,0,0,0,0,0,11,14,4,33,0,0,0,1,23,0,0,0,0,0
TRINITY_DN12834_c0_g1,8,139,33,21,50,11,1,66,38,100,106,25,19,14,69,148,4,202,223,82,112,147,108
TRINITY_DN12835_c1_g1,0,1,1,4,3,1,0,2,3,1,0,0,1,2,2,1,0,3,2,3,2,2,2
TRINITY_DN12836_c0_g1,5,0,5,1,7,2,4,5,3,1,0,0,5,0,1,7,0,2,0,0,4,8,1
TRINITY_DN12837_c0_g1,3,1,1,0,0,0,0,1,0,3,1,1,0,4,1,4,1,0,0,0,3,1,11
TRINITY_DN12838_c0_g1,1,10,5,3,9,2,2,23,18,25,3,2,46,5,0,7,1,11,22,1,21,17,1
TRINITY_DN12839_c0_g1,6,7,3,2,1,1,1,6,2,5,1,3,7,2,1,5,6,4,6,4,10,2,13
TRINITY_DN1283_c0_g1,4,19,4,8,2,2,2,40,15,28,6,5,13,2,1,5,5,38,5,2,29,31,5
TRINITY_DN12840_c0_g1,5,0,16,14,15,11,11,9,15,36,16,10,2,3,1,5,22,1,14,6,34,15,4
TRINITY_DN12841_c0_g1,0,6,2,2,4,0,1,3,5,7,4,1,9,1,0,4,4,5,2,0,1,6,1
TRINITY_DN12842_c0_g1,14,12,32,10,13,9,21,14,12,19,12,9,15,12,14,11,19,12,21,5,14,19,17
TRINITY_DN12843_c0_g1,0,0,0,0,0,0,0,0,0,195,276,254,389,0,0,0,14,766,0,0,0,0,0
TRINITY_DN12844_c0_g1,3,10,15,8,8,11,3,14,6,17,5,0,15,7,1,10,6,9,4,3,13,18,15
TRINITY_DN12845_c0_g1,1,3,3,4,3,5,2,2,0,5,0,0,6,3,0,3,4,4,2,0,4,11,3
TRINITY_DN12846_c0_g1,129,207,143,73,100,81,65,141,92,248,81,95,172,99,35,94,132,91,130,136,96,131,82
TRINITY_DN12847_c0_g1,6,2,8,2,7,2,8,3,0,3,5,7,7,2,5,4,5,3,6,4,15,13,19
TRINITY_DN12848_c0_g1,7,23,4,12,29,1,3,14,11,14,10,7,21,4,1,4,2,10,5,3,11,6,6
TRINITY_DN12849_c0_g1,1,1,0,0,8,1,1,2,3,6,2,1,5,1,0,1,0,1,7,0,3,3,0
TRINITY_DN1284_c0_g1,16,22,32,21,18,9,25,9,2,22,9,7,12,3,6,25,28,3,17,9,8,24,16
TRINITY_DN12850_c0_g1,1,4,5,3,1,3,2,2,0,3,0,1,2,3,0,4,3,3,1,1,1,2,7
TRINITY_DN12851_c0_g1,72,107,45,35,29,35,14,95,75,203,33,25,42,64,14,59,55,56,73,20,74,79,31
TRINITY_DN12852_c0_g1,241,413,310,144,148,201,100,316,234,618,314,186,248,338,223,321,206,246,259,275,687,625,308
TRINITY_DN12853_c0_g1,3,5,5,0,1,1,0,3,3,2,2,6,4,1,0,2,1,0,1,2,3,4,1
TRINITY_DN12854_c0_g1,0,0,3,4,1,2,1,0,0,4,1,0,2,4,0,0,0,1,4,0,2,3,0
TRINITY_DN12855_c0_g1,8,0,13,4,5,7,4,0,1,2,3,3,9,1,1,4,7,4,10,2,16,15,5
TRINITY_DN12856_c0_g1,1,3,1,3,0,1,0,2,1,2,2,0,1,1,0,1,1,1,3,1,0,2,0
TRINITY_DN12857_c0_g1,47,68,28,27,51,25,16,38,52,72,27,15,95,39,44,49,45,52,49,31,41,81,59
TRINITY_DN12858_c0_g1,2,1,6,0,3,2,2,1,2,7,2,4,5,1,1,0,3,2,5,0,4,2,1
TRINITY_DN12859_c0_g1,1,12,2,5,3,2,1,3,2,13,7,8,5,3,4,2,8,5,21,4,17,4,7
TRINITY_DN12860_c0_g1,4,6,3,0,1,3,0,2,4,2,4,1,4,4,5,5,6,3,2,4,4,5,6
TRINITY_DN12863_c0_g1,42,34,43,12,14,12,10,18,16,48,17,19,24,19,20,31,28,32,29,18,33,26,47
TRINITY_DN12864_c0_g1,1,0,1,0,1,0,2,0,0,1,0,1,1,1,1,2,2,0,2,0,2,4,3
TRINITY_DN12865_c0_g1,17,12,5,292,2,6,0,135,4,105,44,6,151,43,64,25,7,316,58,0,381,162,34
TRINITY_DN12866_c1_g1,6,4,4,4,0,0,3,1,6,10,2,2,2,1,1,9,7,4,3,1,2,4,3
TRINITY_DN12867_c0_g1,2,2,4,2,6,0,1,1,1,2,0,1,4,3,0,4,3,3,5,3,5,4,4
TRINITY_DN12868_c0_g1,2,5,1,0,0,2,3,2,0,0,0,0,0,1,5,4,3,1,3,1,2,1,10
TRINITY_DN12869_c0_g1,15,11,29,13,6,11,19,6,9,15,2,3,5,7,0,13,15,10,7,7,6,6,30
TRINITY_DN1286_c0_g1,9,17,16,20,12,9,15,17,14,38,10,4,17,12,12,13,11,21,11,6,35,32,37
TRINITY_DN12870_c0_g1,5,11,16,10,12,9,3,7,6,15,4,4,14,8,0,5,9,10,16,4,12,24,1
TRINITY_DN12871_c0_g1,0,22,6,11,7,7,4,9,3,0,0,0,15,0,0,2,0,0,16,0,0,0,1
TRINITY_DN12872_c0_g1,0,0,0,0,0,0,0,0,0,304,96,6,209,0,0,0,1,272,0,0,0,0,0
TRINITY_DN12873_c0_g1,0,3,0,4,0,0,0,1,0,3,1,1,0,1,0,1,0,1,0,0,3,0,1
TRINITY_DN12874_c0_g1,7,5,2,3,5,9,4,8,3,12,4,2,7,3,1,10,5,0,2,0,1,1,6
TRINITY_DN12875_c0_g1,23,32,16,12,3,7,9,10,5,35,21,20,25,11,15,25,9,11,21,11,33,46,36
TRINITY_DN12876_c0_g1,47,48,45,29,14,16,16,48,199,74,39,56,55,23,26,38,65,20,36,9,131,23,80
TRINITY_DN12877_c0_g1,10,5,11,5,1,5,4,4,6,20,1,1,4,16,8,10,12,7,11,4,8,9,25
TRINITY_DN12878_c0_g1,6,2,2,4,3,0,4,4,0,27,21,14,0,23,1,4,9,5,1,4,1,6,1
TRINITY_DN12879_c0_g1,17,20,18,15,19,17,9,21,15,26,8,6,28,12,2,19,13,14,16,6,29,21,12
TRINITY_DN1287_c0_g1,9,8,6,2,0,9,3,9,8,14,10,7,8,6,5,5,8,6,11,9,19,5,12
TRINITY_DN12880_c0_g1,10,0,1,1,0,0,1,4,14,1,0,0,11,1,0,19,0,0,2,2,0,0,0
TRINITY_DN12881_c0_g1,26,31,22,17,18,23,20,18,15,42,10,7,23,16,10,26,15,12,26,13,20,28,17
TRINITY_DN12882_c0_g1,0,0,0,0,0,0,0,0,0,2,4,2,10,0,0,0,0,9,0,0,0,0,0
TRINITY_DN12883_c0_g1,10,9,20,6,6,8,7,11,5,13,4,0,8,3,7,5,11,7,6,4,4,7,16
TRINITY_DN12884_c0_g1,15,7,19,7,4,6,10,4,3,18,7,3,9,9,7,10,11,7,6,7,11,7,10
TRINITY_DN12885_c0_g1,5,8,20,7,5,4,6,12,6,8,3,6,16,8,3,9,6,6,18,3,4,9,14
TRINITY_DN12886_c0_g1,2,2,7,1,0,1,3,0,1,4,0,3,7,3,0,3,2,0,1,0,0,2,0
TRINITY_DN12887_c0_g1,2,4,1,4,5,2,1,1,5,15,0,3,6,2,0,1,0,6,11,2,2,4,2
TRINITY_DN12888_c0_g1,2,1,2,3,5,1,1,2,0,3,0,0,2,2,1,4,2,3,1,3,4,2,1
TRINITY_DN12889_c0_g1,1,3,4,0,3,1,0,3,0,7,1,1,2,0,2,4,1,1,4,0,1,6,5
TRINITY_DN12890_c0_g1,8,6,5,5,2,1,5,7,2,8,1,1,14,23,0,5,5,3,6,0,6,6,6
TRINITY_DN12891_c0_g1,457,530,378,345,396,307,401,292,425,1012,474,216,645,355,276,354,408,329,577,109,1075,487,446
TRINITY_DN12892_c0_g1,8,5,21,5,2,8,9,3,4,3,1,5,4,3,4,2,6,1,1,2,3,2,4
TRINITY_DN12893_c0_g1,29,66,23,25,20,31,18,30,21,53,19,13,50,17,15,32,29,36,50,23,24,45,20
TRINITY_DN12894_c0_g1,0,15,13,5,3,2,1,11,14,18,2,2,25,15,2,19,11,12,18,7,29,33,19
TRINITY_DN12895_c0_g1,9,11,7,12,10,7,4,12,10,6,2,0,6,7,3,22,4,11,20,2,20,11,11
TRINITY_DN12897_c0_g1,33,65,32,20,10,8,11,23,12,67,30,14,13,33,49,28,44,37,27,19,43,41,81
TRINITY_DN12898_c0_g1,5,3,2,2,3,2,1,2,3,15,5,4,15,3,4,3,4,1,10,3,18,9,5
TRINITY_DN12899_c0_g1,56,5,26,7,1,10,3,22,37,26,6,11,21,25,33,40,31,28,6,16,14,15,34
TRINITY_DN1289_c0_g1,6,8,5,2,5,3,2,7,5,19,2,4,7,6,2,10,4,6,6,4,7,11,9
TRINITY_DN12900_c0_g1,0,0,0,0,0,0,0,1,0,27,7,11,81,0,0,0,2,75,0,0,0,0,0
TRINITY_DN12901_c0_g1,9,0,1,0,0,2,0,1,1,2,0,0,2,1,1,3,2,2,5,0,3,2,4
TRINITY_DN12902_c0_g1,5,10,0,2,1,1,2,1,4,7,1,0,2,1,2,4,8,0,0,0,0,0,0
TRINITY_DN12903_c0_g1,17,16,18,21,10,11,11,12,13,15,7,8,20,17,1,10,7,6,10,6,12,15,5
TRINITY_DN12904_c0_g1,17,25,15,9,23,10,3,79,68,89,68,29,14,5,59,43,11,31,108,58,118,61,52
TRINITY_DN12905_c0_g1,3,4,3,3,5,4,4,9,0,18,8,3,2,4,9,2,4,8,10,5,11,12,7
TRINITY_DN12906_c0_g1,12,13,10,3,3,1,4,12,6,15,3,3,23,2,0,5,11,11,2,3,18,20,9
TRINITY_DN12907_c0_g1,0,6,11,6,4,7,4,11,5,14,3,7,8,4,0,6,6,3,7,5,8,9,4
TRINITY_DN12908_c0_g1,3,2,4,11,9,10,5,6,7,1,4,0,0,0,1,7,1,9,4,0,9,14,1
TRINITY_DN12909_c0_g1,17,12,22,3,1,7,3,11,6,23,18,15,8,12,21,24,14,3,2,20,10,4,20
TRINITY_DN12910_c0_g1,143,164,179,37,48,75,43,88,52,196,51,72,101,159,100,129,99,128,72,102,58,92,180
TRINITY_DN12911_c0_g1,4,5,2,3,5,2,4,12,1,9,2,1,17,7,0,6,3,4,4,2,4,5,10
TRINITY_DN12912_c0_g1,5,14,18,5,1,6,7,7,5,13,8,0,8,6,4,8,5,7,12,5,9,12,13
TRINITY_DN12913_c0_g1,0,4,14,1,4,2,2,9,6,6,0,5,6,13,6,13,6,5,4,6,1,1,15
TRINITY_DN12914_c0_g1,11,24,27,2,3,4,8,3,3,15,5,18,17,6,5,14,12,12,9,2,22,11,6
TRINITY_DN12915_c0_g1,4,9,4,5,2,4,1,11,1,8,0,3,4,3,1,6,3,3,3,1,11,4,2
TRINITY_DN12916_c0_g1,7,14,4,2,3,5,2,19,13,27,11,2,15,4,2,8,2,12,13,3,17,7,5
TRINITY_DN12917_c0_g1,36,14,26,6,3,18,10,19,9,25,12,13,16,14,15,60,12,14,14,6,43,33,52
TRINITY_DN12918_c0_g1,12,33,16,20,4,3,14,7,12,20,14,5,14,14,2,12,13,17,19,12,7,17,4
TRINITY_DN12919_c0_g1,11,13,25,8,13,8,5,9,5,16,5,4,8,9,1,6,8,9,11,4,4,8,27
TRINITY_DN12920_c0_g1,10,15,5,1,6,10,3,13,10,34,8,6,16,8,7,12,3,10,14,6,11,17,7
TRINITY_DN12921_c0_g1,4,21,3,8,7,4,4,10,4,9,4,1,11,5,1,5,4,6,6,5,13,8,6
TRINITY_DN12922_c0_g1,10,15,10,4,4,4,3,7,4,11,7,11,7,9,12,13,9,8,4,5,8,10,17
TRINITY_DN12923_c0_g1,339,413,417,170,153,202,132,230,263,504,135,100,307,310,129,300,235,380,326,152,395,519,381
TRINITY_DN12924_c0_g1,7,5,19,3,7,9,7,24,18,35,11,9,8,9,6,31,19,25,85,4,1,4,25
TRINITY_DN12925_c0_g1,3,9,2,7,3,2,1,2,5,12,10,7,4,2,2,3,5,13,11,10,25,7,4
TRINITY_DN12926_c0_g1,4,0,1,0,0,0,2,6,1,0,0,1,5,0,0,0,0,0,0,0,0,0,1
TRINITY_DN12927_c0_g1,0,1,0,3,0,0,0,1,0,0,0,0,2,2,0,0,0,7,5,0,2,5,1
TRINITY_DN12928_c0_g1,0,1,1,1,1,1,0,0,1,4,3,0,3,1,0,0,0,0,0,0,1,0,2
TRINITY_DN12929_c0_g1,2,2,4,1,0,1,2,3,0,5,2,3,2,7,0,3,5,1,0,2,2,1,5
TRINITY_DN1292_c0_g1,9,10,0,1,1,3,0,3,2,18,5,5,4,5,4,12,5,3,6,6,11,8,11
TRINITY_DN12930_c0_g1,8,7,20,5,10,9,4,12,11,26,9,6,27,21,0,7,5,8,10,2,2,0,2
TRINITY_DN12931_c0_g1,3,2,4,3,3,1,2,0,6,5,6,1,13,6,2,4,5,4,8,4,1,4,4
TRINITY_DN12932_c0_g1,20,18,27,4,6,5,2,27,13,41,20,17,5,24,7,19,6,24,6,12,39,22,33
TRINITY_DN12933_c0_g1,1,1,1,0,1,1,1,1,1,3,11,1,4,1,2,2,0,1,3,4,16,11,5
TRINITY_DN12934_c0_g1,0,0,0,0,0,0,0,0,0,2,0,2,5,0,0,0,0,2,0,0,0,0,0
TRINITY_DN12935_c0_g1,544,499,561,217,226,410,175,377,316,626,244,334,411,467,299,463,411,415,412,311,469,617,437
TRINITY_DN12936_c0_g1,0,2,17,6,12,8,6,17,6,1,0,0,2,4,0,4,0,0,9,1,2,10,1
TRINITY_DN12937_c0_g1,9,13,0,0,0,0,0,0,0,0,0,0,6,2,0,0,6,0,28,4,1,1,3
TRINITY_DN12938_c0_g1,1,33,19,1,4,27,7,33,9,17,5,9,5,42,6,58,18,9,16,17,26,52,13
TRINITY_DN12939_c0_g1,10,3,2,1,3,0,1,1,5,6,2,1,9,4,3,10,5,7,2,1,5,4,0
TRINITY_DN1293_c0_g1,44,58,41,44,32,28,16,32,29,55,17,7,69,31,14,43,41,26,39,13,20,35,35
TRINITY_DN12940_c0_g1,8,5,8,8,6,8,4,9,8,5,0,1,9,7,0,6,6,5,7,2,4,3,3
TRINITY_DN12941_c0_g1,59,43,40,24,19,22,6,67,28,88,52,27,16,29,59,44,30,49,40,30,98,44,107
TRINITY_DN12942_c0_g1,8,7,8,1,4,3,1,3,0,24,6,12,3,7,3,11,9,8,4,1,10,5,12
TRINITY_DN12943_c0_g1,13,19,53,30,21,18,22,23,11,20,2,5,11,20,3,1,0,0,8,0,15,18,30
TRINITY_DN12944_c0_g1,18,18,13,8,16,13,7,11,33,17,1,6,30,8,2,12,9,14,11,0,12,22,27
TRINITY_DN12945_c0_g1,129,66,266,36,37,116,79,53,28,125,43,76,61,80,99,138,91,45,37,66,49,54,363
TRINITY_DN12946_c0_g1,336,164,90,104,56,42,101,183,192,744,518,116,647,71,148,116,135,280,340,170,872,59,363
TRINITY_DN12947_c0_g1,3,2,1,3,3,1,0,1,2,4,5,3,3,2,2,2,2,3,3,1,4,5,0
TRINITY_DN12948_c0_g1,42,42,64,47,35,39,34,30,18,50,16,19,34,44,18,31,56,26,31,27,27,72,39
TRINITY_DN12949_c0_g1,39,61,41,14,18,25,2,34,26,55,34,25,41,39,26,50,16,47,44,23,46,67,39
TRINITY_DN12950_c0_g1,4,8,2,5,3,2,4,5,4,8,3,0,12,6,2,8,7,13,9,3,6,9,6
TRINITY_DN12951_c0_g1,13,0,29,12,5,34,37,18,4,3,1,3,90,30,0,53,53,31,8,4,15,36,166
TRINITY_DN12952_c0_g1,2,8,2,3,2,0,1,4,1,8,5,3,5,2,5,4,5,6,5,4,8,3,4
TRINITY_DN12953_c0_g1,2,4,5,5,1,1,0,7,6,20,0,1,5,0,1,3,2,6,4,2,4,4,6
TRINITY_DN12954_c0_g1,8,10,9,6,6,6,9,8,5,13,9,8,9,9,4,11,8,6,8,6,7,10,1
TRINITY_DN12955_c0_g1,2,7,4,8,6,3,1,2,0,9,0,3,14,3,4,3,3,5,4,1,4,1,0
TRINITY_DN12956_c0_g1,5,4,7,6,3,4,7,4,4,11,2,3,8,5,0,8,5,1,1,0,5,4,9
TRINITY_DN12957_c0_g1,6,1,13,5,3,4,4,24,12,53,6,0,8,0,0,10,5,16,13,0,31,46,1
TRINITY_DN12958_c0_g1,4,3,1,2,0,1,0,0,3,2,0,1,5,0,3,3,1,0,2,2,1,2,1
TRINITY_DN12959_c0_g1,7,10,19,9,4,8,5,7,1,9,1,4,4,11,6,10,8,6,2,11,13,6,25
TRINITY_DN1295_c0_g1,16,17,28,20,22,12,10,24,15,45,6,3,42,27,12,17,11,34,20,10,25,15,59
TRINITY_DN12960_c0_g1,5,1,6,2,1,4,7,3,2,3,0,2,2,10,10,3,4,0,0,1,4,2,3
TRINITY_DN12961_c0_g1,0,1,3,1,2,1,3,0,0,2,2,1,1,2,0,1,1,0,4,0,0,2,4
TRINITY_DN12962_c0_g1,4,7,3,6,7,2,2,3,6,9,2,0,3,6,3,7,4,2,4,1,5,8,0
TRINITY_DN12963_c0_g1,0,5,0,1,0,1,0,1,0,6,3,1,5,1,0,0,0,1,8,3,4,2,6
TRINITY_DN12964_c0_g1,3,11,26,5,7,9,13,5,4,1,0,1,4,4,1,1,11,3,9,2,2,4,2
TRINITY_DN12965_c0_g1,1,8,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,1,4,0
TRINITY_DN12966_c0_g1,28,43,41,16,27,18,13,19,24,68,10,7,28,25,7,27,15,26,24,4,23,25,44
TRINITY_DN12967_c0_g1,30,14,45,21,7,19,22,5,5,23,13,10,34,49,12,20,35,10,16,20,11,16,23
TRINITY_DN12968_c0_g1,95,136,121,24,35,36,27,70,59,170,72,66,63,74,70,108,57,105,91,77,117,123,174
TRINITY_DN12969_c0_g1,8,12,4,6,6,0,0,7,1,35,18,7,20,6,2,4,12,2,11,4,10,22,13
TRINITY_DN12970_c0_g1,3,13,28,13,10,9,13,5,6,17,4,9,29,12,2,20,8,16,15,4,17,21,0
TRINITY_DN12971_c0_g1,21,28,15,23,13,9,23,22,17,34,6,7,37,12,2,18,15,13,20,8,17,35,24
TRINITY_DN12972_c0_g1,20,29,19,22,20,12,9,13,18,41,8,8,19,15,9,24,18,13,15,6,12,21,23
TRINITY_DN12973_c0_g1,0,3,1,2,2,1,1,1,1,6,2,0,5,0,1,0,2,3,12,2,0,1,4
TRINITY_DN12974_c0_g1,2,1,0,2,2,0,0,3,1,1,0,1,0,2,1,3,1,2,3,0,2,1,11
